method,latent_mass_success,mean_mass,mean_set_size,singleton,full_set,seed,m,ncal,ntest,k,q_mass,alpha,delta,regime,sigma
naive_panel_cp,0.9896666666666667,0.8318245924237768,3.3466666666666667,0.004666666666666667,0.0,2026184638,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9923333333333333,0.851120726897137,3.4923333333333333,0.0016666666666666668,0.0,2026184639,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.993,0.8539956498170173,3.509,0.0016666666666666668,0.0,2026184639,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9893333333333333,0.8312714345419366,3.3553333333333333,0.003,0.0,2026184639,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,1.0,0.9398534013984293,4.266,0.0,0.266,2026184640,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9149877914986195,3.9736666666666665,0.0,0.0,2026184640,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9973333333333333,0.8760661711449699,3.6586666666666665,0.0003333333333333333,0.0,2026184640,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9963333333333333,0.8634124058480984,3.5816666666666666,0.0006666666666666666,0.0,2026184641,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9983333333333333,0.8844410199594124,3.737,0.0003333333333333333,0.0,2026184641,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.987,0.8162062630230402,3.272666666666667,0.006,0.0,2026184641,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8708359362427983,3.634333333333333,0.0,0.0,2026184642,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8806876369210921,3.707666666666667,0.0,0.0,2026184642,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.986,0.8038754852908635,3.183666666666667,0.007,0.0,2026184642,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8842912023191951,3.746,0.0,0.0,2026184643,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.88413829926995,3.744,0.0,0.0,2026184643,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.984,0.8123047570335036,3.2516666666666665,0.006666666666666667,0.0,2026184643,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.9041961379047688,3.880333333333333,0.0,0.0,2026184644,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9413503064593831,4.284,0.0,0.284,2026184644,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.986,0.8174849250818635,3.255,0.007666666666666666,0.0,2026184644,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.8938952684891432,3.809,0.0,0.0,2026184645,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9080740418810156,3.933,0.0,0.0,2026184645,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9893333333333333,0.8277136823528616,3.329,0.005666666666666667,0.0,2026184645,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.8982960227509839,3.8646666666666665,0.0,0.0,2026184646,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.8909097383767409,3.805,0.0,0.0,2026184646,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9963333333333333,0.8691698504844606,3.6336666666666666,0.001,0.0,2026184646,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9976666666666667,0.8764282894832298,3.689,0.0006666666666666666,0.0,2026184647,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9041561426901177,3.9006666666666665,0.0,0.0,2026184647,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9853333333333333,0.8177833931063057,3.295,0.005666666666666667,0.0,2026184647,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8843863217013497,3.751,0.0003333333333333333,0.0,2026184648,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.8880435960661738,3.7803333333333335,0.0003333333333333333,0.0,2026184648,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.987,0.8134938629284222,3.27,0.007666666666666666,0.0,2026184648,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9966666666666667,0.8676428310924145,3.626333333333333,0.0003333333333333333,0.0,2026184649,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.9094811480046118,3.96,0.0,0.0,2026184649,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.984,0.8120390405073038,3.252,0.005,0.0,2026184649,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9896666666666667,0.8376964600032282,3.416,0.003,0.0,2026184650,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9953333333333333,0.8687954018088276,3.626,0.0013333333333333333,0.0,2026184650,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9773333333333334,0.8031377307370806,3.198,0.007,0.0,2026184650,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.8899366700132577,3.8063333333333333,0.0003333333333333333,0.0,2026184651,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8938858733473817,3.8356666666666666,0.0003333333333333333,0.0,2026184651,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9956666666666667,0.846193091813613,3.486666666666667,0.0016666666666666668,0.0,2026184651,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.8827916037515221,3.72,0.0,0.0,2026184652,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.8818870595038713,3.712666666666667,0.0,0.0,2026184652,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9953333333333333,0.8431333931164778,3.445,0.0036666666666666666,0.0,2026184652,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,1.0,0.9399902870587801,4.277,0.0,0.277,2026184653,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9014487129859796,3.8653333333333335,0.0,0.0,2026184653,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.993,0.8521677986932155,3.5123333333333333,0.002,0.0,2026184653,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9973333333333333,0.8540468821588498,3.52,0.0016666666666666668,0.0,2026184654,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9023214209096251,3.884,0.0,0.0,2026184654,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9843333333333333,0.804684808578931,3.195666666666667,0.007333333333333333,0.0,2026184654,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.998,0.8896877100001415,3.7773333333333334,0.0,0.0,2026184655,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9217883619393499,4.051666666666667,0.0,0.051666666666666666,2026184655,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.983,0.8125026391121868,3.239333333333333,0.008333333333333333,0.0,2026184655,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8837501665256736,3.7383333333333333,0.0006666666666666666,0.0,2026184656,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.9016417449674896,3.882,0.0,0.0,2026184656,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9936666666666667,0.8430471930214728,3.4443333333333332,0.0033333333333333335,0.0,2026184656,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8991663512233913,3.8663333333333334,0.0,0.0,2026184657,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9044716081740556,3.909,0.0,0.0,2026184657,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9923333333333333,0.842081520787175,3.444,0.0026666666666666666,0.0,2026184657,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9946666666666667,0.8502779043681106,3.497,0.0016666666666666668,0.0,2026184658,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9966666666666667,0.8749076199416793,3.6806666666666668,0.0003333333333333333,0.0,2026184658,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.99,0.8242660213326994,3.3193333333333332,0.0023333333333333335,0.0,2026184658,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.9091439252316033,3.916333333333333,0.0,0.0,2026184659,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.8999437611926782,3.8346666666666667,0.0,0.0,2026184659,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.998,0.8683935485073362,3.5913333333333335,0.0013333333333333333,0.0,2026184659,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.998,0.8721176069658835,3.650333333333333,0.0006666666666666666,0.0,2026184660,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9400070445846037,4.278,0.0,0.278,2026184660,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9926666666666667,0.8428520359296274,3.443,0.002,0.0,2026184660,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.8964927323590095,3.8226666666666667,0.0,0.0,2026184661,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9179396409757168,3.9983333333333335,0.0,0.0,2026184661,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9913333333333333,0.8308880945979336,3.3583333333333334,0.0026666666666666666,0.0,2026184661,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.9066857670937304,3.9186666666666667,0.0,0.0,2026184662,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9397312952528688,4.283,0.0,0.283,2026184662,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9913333333333333,0.8271913726790114,3.3296666666666668,0.005,0.0,2026184662,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8867781692052207,3.748,0.0,0.0,2026184663,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9976666666666667,0.8737525500701965,3.6526666666666667,0.0003333333333333333,0.0,2026184663,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.98,0.8036088394698648,3.184,0.008333333333333333,0.0,2026184663,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.994,0.833118076533369,3.3786666666666667,0.0023333333333333335,0.0,2026184664,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.998,0.8590717433166131,3.555,0.0006666666666666666,0.0,2026184664,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.986,0.8118647069961774,3.243,0.005333333333333333,0.0,2026184664,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.9030864756596987,3.898,0.0,0.0,2026184665,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.8972229931939831,3.85,0.0,0.0,2026184665,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9763333333333334,0.7981058162758579,3.1616666666666666,0.009,0.0,2026184665,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.997,0.8644500121677122,3.5766666666666667,0.0013333333333333333,0.0,2026184666,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9413540043245542,4.275,0.0,0.275,2026184666,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.991,0.8236603885698511,3.3106666666666666,0.004333333333333333,0.0,2026184666,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.9119529073522983,3.9393333333333334,0.0,0.0,2026184667,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9901536148299941,4.874333333333333,0.0,0.8743333333333333,2026184667,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.995,0.8535664847438678,3.4976666666666665,0.003,0.0,2026184667,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.9005914852914126,3.8573333333333335,0.0,0.0,2026184668,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.9005914852914126,3.8573333333333335,0.0,0.0,2026184668,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9953333333333333,0.8587887009670478,3.542666666666667,0.0026666666666666666,0.0,2026184668,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.997,0.8754693715118834,3.6706666666666665,0.0003333333333333333,0.0,2026184669,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9976666666666667,0.8872915310838152,3.7636666666666665,0.0,0.0,2026184669,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9886666666666667,0.8261155776218687,3.332,0.006333333333333333,0.0,2026184669,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.997,0.8659785085017621,3.6193333333333335,0.0016666666666666668,0.0,2026184670,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.920384228404361,4.051666666666667,0.0,0.051666666666666666,2026184670,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9906666666666667,0.8346221731061533,3.4113333333333333,0.004,0.0,2026184670,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8990757455924246,3.8606666666666665,0.0,0.0,2026184671,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9156429588133612,3.999,0.0,0.0,2026184671,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.989,0.8214768754525226,3.2946666666666666,0.005,0.0,2026184671,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9973333333333333,0.877143429128262,3.6783333333333332,0.0003333333333333333,0.0,2026184672,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8913095728942132,3.7896666666666667,0.0003333333333333333,0.0,2026184672,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9903333333333333,0.8418607749385918,3.425,0.002,0.0,2026184672,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9983333333333333,0.8877887873374923,3.7493333333333334,0.0003333333333333333,0.0,2026184673,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9983333333333333,0.8903279088154517,3.7693333333333334,0.0003333333333333333,0.0,2026184673,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.995,0.8453738912709989,3.4393333333333334,0.0006666666666666666,0.0,2026184673,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,1.0,0.9126651894255268,3.9996666666666667,0.0,0.0,2026184674,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.8919466272813085,3.8253333333333335,0.0,0.0,2026184674,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9846666666666667,0.8138883652146759,3.27,0.005666666666666667,0.0,2026184674,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9966666666666667,0.865458796355282,3.603666666666667,0.0013333333333333333,0.0,2026184675,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9072565528606695,3.9276666666666666,0.0,0.0,2026184675,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.968,0.7803692282314079,3.062666666666667,0.017666666666666667,0.0,2026184675,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.997,0.8757125167491404,3.6523333333333334,0.0,0.0,2026184676,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.9122195447180578,3.947,0.0,0.0,2026184676,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.988,0.8279317446092807,3.324333333333333,0.004,0.0,2026184676,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8845247377491716,3.736,0.0,0.0,2026184677,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.9023931067491449,3.8706666666666667,0.0,0.0,2026184677,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9866666666666667,0.8120160472798807,3.232666666666667,0.008333333333333333,0.0,2026184677,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.998,0.8846252743841251,3.7523333333333335,0.0003333333333333333,0.0,2026184678,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9095458259199761,3.9546666666666668,0.0,0.0,2026184678,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9913333333333333,0.8405328661780765,3.437,0.0033333333333333335,0.0,2026184678,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9946666666666667,0.8670161450686052,3.6126666666666667,0.0003333333333333333,0.0,2026184679,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9976666666666667,0.8930817142037085,3.804666666666667,0.0003333333333333333,0.0,2026184679,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9803333333333333,0.8031767572635211,3.1883333333333335,0.008333333333333333,0.0,2026184679,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.9095754215969194,3.944,0.0,0.0,2026184680,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9976666666666667,0.8875709663552985,3.768,0.0003333333333333333,0.0,2026184680,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9943333333333333,0.84226950311162,3.437333333333333,0.001,0.0,2026184680,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8897824329318864,3.788666666666667,0.0,0.0,2026184681,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.8932679502649215,3.8116666666666665,0.0,0.0,2026184681,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9853333333333333,0.8115881638900571,3.241,0.005333333333333333,0.0,2026184681,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.8926843227463204,3.793,0.0,0.0,2026184682,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9973333333333333,0.8772401228794852,3.6823333333333332,0.0,0.0,2026184682,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9836666666666667,0.8012572222510768,3.1643333333333334,0.008,0.0,2026184682,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.997,0.8750631212707899,3.69,0.001,0.0,2026184683,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8981415423753178,3.86,0.0003333333333333333,0.0,2026184683,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9826666666666667,0.8089498980972136,3.248,0.007,0.0,2026184683,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,1.0,0.9154646978980164,3.98,0.0,0.0,2026184684,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.915738301655987,3.982666666666667,0.0,0.0,2026184684,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.988,0.8158272590848848,3.259333333333333,0.004333333333333333,0.0,2026184684,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.9056609367539751,3.896333333333333,0.0,0.0,2026184685,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.8925204996096924,3.7933333333333334,0.0,0.0,2026184685,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9946666666666667,0.8496572329355024,3.4756666666666667,0.001,0.0,2026184685,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8918006151991723,3.7933333333333334,0.0003333333333333333,0.0,2026184686,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9041403274605091,3.8986666666666667,0.0,0.0,2026184686,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.995,0.8438437144753307,3.4443333333333332,0.0016666666666666668,0.0,2026184686,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.9085722840102314,3.9263333333333335,0.0,0.0,2026184687,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9418298210754853,4.289333333333333,0.0,0.28933333333333333,2026184687,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9916666666666667,0.8431626331627851,3.445,0.0023333333333333335,0.0,2026184687,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.877658014837915,3.695,0.0006666666666666666,0.0,2026184688,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.898395913126946,3.8553333333333333,0.0,0.0,2026184688,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9916666666666667,0.829869383975342,3.3586666666666667,0.003,0.0,2026184688,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9923333333333333,0.84241085027955,3.4596666666666667,0.003,0.0,2026184689,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9973333333333333,0.886375309623838,3.7663333333333333,0.0003333333333333333,0.0,2026184689,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.982,0.7976087887521797,3.1696666666666666,0.008666666666666666,0.0,2026184689,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.999,0.8690604857733858,3.611,0.0016666666666666668,0.0,2026184690,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.8810417331333881,3.699,0.0003333333333333333,0.0,2026184690,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9816666666666667,0.7999179920693258,3.139666666666667,0.011333333333333334,0.0,2026184690,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,1.0,0.9168670254484371,3.989,0.0,0.0,2026184691,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9404752480037508,4.277,0.0,0.277,2026184691,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9973333333333333,0.8640645971800156,3.5766666666666667,0.0013333333333333333,0.0,2026184691,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9993333333333333,0.9002199067541011,3.878,0.0,0.0,2026184692,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9133824693279591,3.992,0.0,0.0,2026184692,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9946666666666667,0.8396402571804916,3.441666666666667,0.0013333333333333333,0.0,2026184692,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.8997943299714483,3.865,0.0003333333333333333,0.0,2026184693,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8976582531124859,3.845666666666667,0.0,0.0,2026184693,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9933333333333333,0.8454222872609762,3.463,0.0033333333333333335,0.0,2026184693,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9986666666666667,0.8813219560313603,3.7136666666666667,0.0003333333333333333,0.0,2026184694,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.8799555637533731,3.701,0.0003333333333333333,0.0,2026184694,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.99,0.8196863444489259,3.2893333333333334,0.005666666666666667,0.0,2026184694,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9996666666666667,0.9010835805186335,3.867,0.0,0.0,2026184695,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9110948863140192,3.9543333333333335,0.0,0.0,2026184695,3,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
